CRASH_RECORD_ID,CRASH_DATE,POSTED_SPEED_LIMIT,TRAFFIC_CONTROL_DEVICE,DEVICE_CONDITION,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,LANE_CNT,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,CRASH_TYPE,INTERSECTION_RELATED_I,NOT_RIGHT_OF_WAY_I,HIT_AND_RUN_I,DAMAGE,PRIM_CONTRIBUTORY_CAUSE,SEC_CONTRIBUTORY_CAUSE,STREET_NO,STREET_DIRECTION,STREET_NAME,BEAT_OF_OCCURRENCE,NUM_UNITS,MOST_SEVERE_INJURY,INJURIES_TOTAL,INJURIES_FATAL,INJURIES_INCAPACITATING,INJURIES_NON_INCAPACITATING,INJURIES_REPORTED_NOT_EVIDENT,INJURIES_NO_INDICATION,INJURIES_UNKNOWN,CRASH_HOUR,CRASH_DAY_OF_WEEK,CRASH_MONTH,LATITUDE,LONGITUDE,LOCATION,TRAFFIC_CONTROL_DEVICE_FACTORISED,DEVICE_CONDITION_FACTORISED
723,31/12/2023 4:00,25,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR TO FRONT,NOT DIVIDED,0,STRAIGHT AND LEVEL,DRY,UNKNOWN,INJURY AND / OR TOW DUE TO CRASH,0,0,0,"OVER $1,500",FOLLOWING TOO CLOSELY,UNABLE TO DETERMINE,2310,W,ADDISON ST,1921,3,NONINCAPACITATING INJURY,2,0,0,2,0,2,0,15,3,12,41.94687094,-87.68631375,POINT (-87.686313752726 41.946870941425),0,0
724,31/12/2023 4:00,30,NO CONTROLS,NOT FUNCTIONING,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN BARRIER,0,STRAIGHT AND LEVEL,DRY,UNKNOWN,NO INJURY / DRIVE AWAY,0,0,1,"OVER $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,725,N,MICHIGAN AVE,1834,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,9,2,12,41.89570177,-87.6241234,POINT (-87.624123396592 41.895701773443),0,5
725,31/12/2023 3:38,25,NO CONTROLS,NO CONTROLS,UNKNOWN,DAYLIGHT,ANGLE,PARKING LOT,0,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NO INJURY / DRIVE AWAY,0,0,0,"$501 - $1,500",UNABLE TO DETERMINE,NOT APPLICABLE,4027,W,DIVERSEY AVE,2524,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,13,3,12,41.93166402,-87.72808651,POINT (-87.728086510723 41.931664017314),0,0
726,31/12/2023 3:35,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,DIVIDED - W/MEDIAN (NOT RAISED),0,STRAIGHT AND LEVEL,SNOW OR SLUSH,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,0,0,1,"OVER $1,500",UNABLE TO DETERMINE,NOT APPLICABLE,7643,S,DAMEN AVE,611,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,2,7,12,41.75441955,-87.67310763,POINT (-87.673107634042 41.754419550852),0,0
727,31/12/2023 3:24,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,FOUR WAY,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,0,0,1,"OVER $1,500",DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,UNABLE TO DETERMINE,2558,S,KEDZIE AVE,1024,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,16,3,12,41.84460675,-87.70518908,POINT (-87.705189078476 41.844606751491),1,1
728,31/12/2023 3:00,35,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLOUDY/OVERCAST,DUSK,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,1,0,1,"OVER $1,500",IMPROPER OVERTAKING/PASSING,FAILING TO REDUCE SPEED TO AVOID CRASH,4827,W,63RD ST,813,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,16,3,12,41.77829796,-87.74343945,POINT (-87.743439446644 41.778297964291),4,1
729,31/12/2023 3:00,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ANGLE,FOUR WAY,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,1,0,0,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,1901,W,GRAND AVE,1221,2,NONINCAPACITATING INJURY,1,0,0,1,0,1,0,8,6,12,41.89075298,-87.67458422,POINT (-87.674584223471 41.890752983758),4,1
730,31/12/2023 2:59,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DARKNESS,ANGLE,DIVIDED - W/MEDIAN (NOT RAISED),2,STRAIGHT AND LEVEL,WET,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,1,0,1,"OVER $1,500",DISREGARDING STOP SIGN,NOT APPLICABLE,7655,S,DAMEN AVE,611,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,15,3,12,41.75408118,-87.67309857,POINT (-87.673098570245 41.754081177892),4,1
731,31/12/2023 2:55,30,NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,PARKED MOTOR VEHICLE,NOT DIVIDED,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,0,0,1,"OVER $1,500",DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,NOT APPLICABLE,840,S,CANAL ST,124,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,23,5,12,41.87088109,-87.63946029,POINT (-87.639460285646 41.870881086304),0,0
732,31/12/2023 2:50,20,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,NOT DIVIDED,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,1,0,0,"OVER $1,500",FOLLOWING TOO CLOSELY,NOT APPLICABLE,2457,W,ARMITAGE AVE,1434,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,8,2,12,41.91744543,-87.68970451,POINT (-87.689704510141 41.917445426156),1,1
733,31/12/2023 2:40,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,NOT DIVIDED,0,STRAIGHT AND LEVEL,DRY,UNKNOWN,INJURY AND / OR TOW DUE TO CRASH,0,0,1,$500 OR LESS,UNABLE TO DETERMINE,NOT APPLICABLE,3800,N,KEDZIE AVE,1733,2,NONINCAPACITATING INJURY,1,0,0,1,0,1,0,17,3,12,41.95037027,-87.70806697,POINT (-87.708066968423 41.95037026681),1,1
734,31/12/2023 2:30,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,DIVIDED - W/MEDIAN (NOT RAISED),0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,1,0,0,"OVER $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,4099,N,CICERO AVE,1722,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,17,3,12,41.95546504,-87.74721473,POINT (-87.747214731198 41.955465037482),1,1
735,31/12/2023 2:30,25,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,1,0,0,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,1401,W,WRIGHTWOOD AVE,1932,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,12,5,12,41.9287379,-87.66347861,POINT (-87.663478610268 41.928737896656),4,1
736,31/12/2023 2:20,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,0,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NO INJURY / DRIVE AWAY,1,0,0,"$501 - $1,500",FAILING TO YIELD RIGHT-OF-WAY,"VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)",4330,W,47TH ST,815,3,NO INDICATION OF INJURY,0,0,0,0,0,2,0,8,3,12,41.80787051,-87.7322708,POINT (-87.732270795357 41.807870506184),0,0
737,31/12/2023 2:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,NOT DIVIDED,2,STRAIGHT AND LEVEL,SNOW OR SLUSH,NO DEFECTS,NO INJURY / DRIVE AWAY,0,0,0,"$501 - $1,500",IMPROPER OVERTAKING/PASSING,IMPROPER OVERTAKING/PASSING,2600,N,KIMBALL AVE,1412,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,20,3,12,41.92836439,-87.71234897,POINT (-87.712348966864 41.928364392621),1,1
738,31/12/2023 2:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,0,STRAIGHT AND LEVEL,DRY,UNKNOWN,NO INJURY / DRIVE AWAY,0,0,0,"OVER $1,500",NOT APPLICABLE,NOT APPLICABLE,10552,S,YATES AVE,434,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,12,4,12,41.70302652,-87.56459102,POINT (-87.564591016625 41.703026520669),0,0
739,31/12/2023 1:35,30,NO CONTROLS,NO CONTROLS,UNKNOWN,UNKNOWN,REAR END,NOT DIVIDED,0,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NO INJURY / DRIVE AWAY,0,0,1,"OVER $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,2235,N,MILWAUKEE AVE,1431,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,11,2,12,41.92148888,-87.69481493,POINT (-87.694814926002 41.921488875628),0,0
740,31/12/2023 1:30,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,NOT DIVIDED,0,STRAIGHT AND LEVEL,UNKNOWN,NO DEFECTS,NO INJURY / DRIVE AWAY,0,0,1,"OVER $1,500",IMPROPER TURNING/NO SIGNAL,NOT APPLICABLE,2099,N,CENTRAL AVE,2515,2,NO INDICATION OF INJURY,0,0,0,0,0,4,0,1,6,12,41.91812081,-87.76562586,POINT (-87.765625862873 41.918120811249),1,1
741,31/12/2023 1:20,25,STOP SIGN/FLASHER,OTHER,CLEAR,DAYLIGHT,ANGLE,FOUR WAY,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,1,0,0,"OVER $1,500",FAILING TO REDUCE SPEED TO AVOID CRASH,UNABLE TO DETERMINE,3832,W,16TH ST,1014,2,NONINCAPACITATING INJURY,1,0,0,1,0,3,0,12,2,12,41.85901586,-87.7213184,POINT (-87.721318401895 41.859015860963),4,2
742,31/12/2023 1:20,25,NO CONTROLS,NO CONTROLS,UNKNOWN,DAYLIGHT,PARKED MOTOR VEHICLE,ONE-WAY,0,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NO INJURY / DRIVE AWAY,0,0,0,$500 OR LESS,UNABLE TO DETERMINE,NOT APPLICABLE,8224,S,PAXTON AVE,414,3,NO INDICATION OF INJURY,0,0,0,0,0,1,0,10,2,12,41.74544575,-87.57115058,POINT (-87.571150576317 41.745445754453),0,0
743,31/12/2023 1:15,35,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),0,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NO INJURY / DRIVE AWAY,0,0,0,"$501 - $1,500",NOT APPLICABLE,NOT APPLICABLE,3232,E,126TH ST,433,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,12,2,12,41.66673768,-87.54436441,POINT (-87.544364404814 41.666737679996),4,1
744,31/12/2023 1:05,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",FIXED OBJECT,NOT DIVIDED,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,0,0,0,"OVER $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,5128,W,DEVON AVE,1621,1,NO INDICATION OF INJURY,0,0,0,0,0,1,0,4,7,12,41.99741824,-87.75622121,POINT (-87.756221212463 41.997418236255),0,0
745,31/12/2023 0:35,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",FIXED OBJECT,NOT DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,0,0,0,"OVER $1,500",EXCEEDING AUTHORIZED SPEED LIMIT,NOT APPLICABLE,7800,S,PRAIRIE AVE,623,1,NO INDICATION OF INJURY,0,0,0,0,0,1,0,22,6,12,41.75279214,-87.61834142,POINT (-87.618341419101 41.752792141508),0,0
746,31/12/2023 0:29,20,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,0,0,0,"$501 - $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,251,E,HURON ST,1834,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,13,3,12,41.8949033,-87.62074373,POINT (-87.62074372624 41.894903302355),0,0
747,31/12/2023 0:25,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,ONE-WAY,0,STRAIGHT AND LEVEL,DRY,UNKNOWN,NO INJURY / DRIVE AWAY,0,0,1,$500 OR LESS,IMPROPER BACKING,NOT APPLICABLE,53,W,MADISON ST,112,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,19,3,12,41.88188277,-87.6298242,POINT (-87.629824198268 41.881882768745),0,0
748,31/12/2023 0:25,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,NOT DIVIDED,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,1,0,1,"OVER $1,500",IMPROPER TURNING/NO SIGNAL,IMPROPER TURNING/NO SIGNAL,10300,S,DR MARTIN LUTHER KING JR DR,512,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,21,2,12,41.70722207,-87.61391161,POINT (-87.613911604658 41.707222065075),1,1
749,31/12/2023 0:20,35,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,0,STRAIGHT AND LEVEL,DRY,UNKNOWN,NO INJURY / DRIVE AWAY,0,0,1,"$501 - $1,500",NOT APPLICABLE,NOT APPLICABLE,10515,S,TORRENCE AVE,434,2,NO INDICATION OF INJURY,0,0,0,0,0,4,0,7,3,12,41.70410221,-87.55947656,POINT (-87.559476563169 41.70410220569),0,0
750,31/12/2023 0:14,15,NO CONTROLS,NOT FUNCTIONING,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,ONE-WAY,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,0,0,0,"OVER $1,500",UNABLE TO DETERMINE,NOT APPLICABLE,5757,S,CICERO AVE,813,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,12,2,12,41.78783563,-87.74127656,POINT (-87.741276559557 41.787835631155),0,5
751,31/12/2023 0:14,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,0,STRAIGHT ON GRADE,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,0,0,1,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,UNABLE TO DETERMINE,4700,W,FIFTH AVE,1131,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,9,2,12,41.86882026,-87.74254191,POINT (-87.742541905178 41.868820258079),0,0
752,31/12/2023 0:10,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,OTHER,0,STRAIGHT AND LEVEL,DRY,UNKNOWN,NO INJURY / DRIVE AWAY,0,0,0,"OVER $1,500",UNABLE TO DETERMINE,NOT APPLICABLE,9274,S,SOUTH CHICAGO AVE,423,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,13,7,12,41.72671029,-87.55135134,POINT (-87.551351344004 41.726710291289),0,0
753,31/12/2023 0:06,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,0,0,0,"OVER $1,500",FOLLOWING TOO CLOSELY,NOT APPLICABLE,2901,W,103RD ST,2211,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,7,3,12,41.70617927,-87.694078,POINT (-87.694077996517 41.706179273098),0,0
754,31/12/2023 0:03,30,STOP SIGN/FLASHER,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,NOT DIVIDED,1,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,1,0,0,"OVER $1,500","OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",IMPROPER TURNING/NO SIGNAL,300,W,100TH ST,511,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,22,6,12,41.71264706,-87.63096246,POINT (-87.630962456861 41.712647057912),4,0
755,30/12/2023 23:50,15,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,NOT DIVIDED,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,0,0,0,"OVER $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,3058,N,LONG AVE,2514,2,NO INDICATION OF INJURY,0,0,0,0,0,4,0,6,3,12,41.93676464,-87.76167568,POINT (-87.761675675579 41.936764639084),4,1
756,30/12/2023 23:48,30,NO CONTROLS,NO CONTROLS,RAIN,"DARKNESS, LIGHTED ROAD",FIXED OBJECT,DIVIDED - W/MEDIAN (NOT RAISED),0,STRAIGHT AND LEVEL,WET,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,0,0,0,"OVER $1,500",UNDER THE INFLUENCE OF ALCOHOL/DRUGS (USE WHEN ARREST IS EFFECTED),NOT APPLICABLE,1856,W,CHICAGO AVE,1212,1,NONINCAPACITATING INJURY,1,0,0,1,0,0,0,2,7,12,41.89606384,-87.67441687,POINT (-87.674416868911 41.896063840011),0,0
757,30/12/2023 23:45,30,NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,TURNING,NOT DIVIDED,2,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,0,0,0,"OVER $1,500",IMPROPER TURNING/NO SIGNAL,IMPROPER TURNING/NO SIGNAL,10307,S,MICHIGAN AVE,512,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,20,3,12,41.70696837,-87.62009968,POINT (-87.620099676234 41.706968371758),0,0
758,30/12/2023 23:42,20,NO CONTROLS,NO CONTROLS,OTHER,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,PARKING LOT,0,STRAIGHT AND LEVEL,OTHER,UNKNOWN,NO INJURY / DRIVE AWAY,0,1,0,"OVER $1,500",UNABLE TO DETERMINE,NOT APPLICABLE,5219,S,WENTWORTH AVE,225,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,6,3,12,41.79937013,-87.63048491,POINT (-87.630484909352 41.799370126618),0,0
759,30/12/2023 23:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),6,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,0,0,1,$500 OR LESS,IMPROPER LANE USAGE,NOT APPLICABLE,5415,S,ARCHER AVE,814,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,15,4,12,41.79846068,-87.74350869,POINT (-87.743508693077 41.798460676266),0,0
760,30/12/2023 23:00,30,TRAFFIC SIGNAL,NOT FUNCTIONING,CLEAR,DAYLIGHT,ANGLE,OTHER,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,1,0,1,"OVER $1,500",DISREGARDING STOP SIGN,UNABLE TO DETERMINE,2998,W,HARRISON ST,1135,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,11,3,12,41.87385805,-87.70089174,POINT (-87.700891737244 41.873858051456),1,5
761,30/12/2023 22:52,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,"DARKNESS, LIGHTED ROAD",REAR END,CENTER TURN LANE,4,STRAIGHT AND LEVEL,WET,UNKNOWN,INJURY AND / OR TOW DUE TO CRASH,1,0,0,"OVER $1,500",NOT APPLICABLE,NOT APPLICABLE,1159,N,CICERO AVE,1111,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,0,6,12,41.90230799,-87.74583059,POINT (-87.745830587239 41.902307988818),1,1
762,30/12/2023 22:49,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,TURNING,DIVIDED - W/MEDIAN (NOT RAISED),0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,1,0,0,"OVER $1,500",DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,FAILING TO YIELD RIGHT-OF-WAY,1558,E,87TH ST,412,2,NONINCAPACITATING INJURY,2,0,0,2,0,1,0,8,3,12,41.73702896,-87.58523076,POINT (-87.585230764222 41.737028962272),1,1
763,30/12/2023 22:45,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,TURNING,NOT DIVIDED,0,STRAIGHT AND LEVEL,DRY,UNKNOWN,INJURY AND / OR TOW DUE TO CRASH,0,0,0,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,3023,N,PULASKI RD,2523,2,"REPORTED, NOT EVIDENT",1,0,0,0,1,1,0,7,3,12,41.93608671,-87.72695057,POINT (-87.726950572013 41.936086712064),0,0
764,30/12/2023 22:44,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",FIXED OBJECT,DIVIDED - W/MEDIAN BARRIER,0,STRAIGHT AND LEVEL,DRY,UNKNOWN,INJURY AND / OR TOW DUE TO CRASH,1,0,0,"OVER $1,500",UNABLE TO DETERMINE,UNABLE TO DETERMINE,4700,W,MONTROSE AVE,1722,1,NO INDICATION OF INJURY,0,0,0,0,0,1,0,20,2,12,41.96086102,-87.74516953,POINT (-87.74516953364 41.960861022626),0,0
765,30/12/2023 22:41,35,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,REAR END,UNKNOWN,0,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NO INJURY / DRIVE AWAY,0,0,0,"OVER $1,500",UNABLE TO DETERMINE,NOT APPLICABLE,6700,S,HAMLIN AVE,833,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,13,3,12,41.77140255,-87.71781852,POINT (-87.71781851821 41.771402554206),3,3
766,30/12/2023 22:40,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,0,0,0,"OVER $1,500",FOLLOWING TOO CLOSELY,FOLLOWING TOO CLOSELY,2247,N,CICERO AVE,2522,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,15,3,12,41.9219852,-87.74609782,POINT (-87.746097822624 41.9219852007),0,0
767,30/12/2023 22:27,15,NO CONTROLS,NO CONTROLS,CLEAR,UNKNOWN,PARKED MOTOR VEHICLE,PARKING LOT,0,STRAIGHT AND LEVEL,WET,NO DEFECTS,NO INJURY / DRIVE AWAY,0,0,1,"$501 - $1,500",NOT APPLICABLE,NOT APPLICABLE,955,W,FOSTER AVE,2024,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,11,6,12,41.97629148,-87.65464521,POINT (-87.654645207284 41.976291482315),0,0
768,30/12/2023 22:22,30,NO CONTROLS,NO CONTROLS,RAIN,DAYLIGHT,SIDESWIPE OPPOSITE DIRECTION,NOT DIVIDED,0,STRAIGHT AND LEVEL,WET,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,0,0,0,"OVER $1,500",EXCEEDING SAFE SPEED FOR CONDITIONS,FAILING TO REDUCE SPEED TO AVOID CRASH,1530,E,94TH ST,413,2,NONINCAPACITATING INJURY,1,0,0,1,0,1,0,8,6,12,41.72425812,-87.58666706,POINT (-87.586667056529 41.72425811913),0,0
769,30/12/2023 22:13,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE OPPOSITE DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,0,0,0,"$501 - $1,500",NOT APPLICABLE,NOT APPLICABLE,4355,W,DIVISION ST,1111,3,NO INDICATION OF INJURY,0,0,0,0,0,2,0,14,3,12,41.90240961,-87.73586521,POINT (-87.735865205673 41.902409609865),0,0
770,30/12/2023 22:10,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLOUDY/OVERCAST,DAYLIGHT,REAR END,FOUR WAY,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NO INJURY / DRIVE AWAY,1,0,0,"$501 - $1,500",FOLLOWING TOO CLOSELY,NOT APPLICABLE,5700,S,ASHLAND AVE,715,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,8,3,12,41.79029497,-87.664635,POINT (-87.664635001437 41.790294970459),1,1
771,30/12/2023 21:53,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,NOT DIVIDED,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,0,0,0,"OVER $1,500",FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,5420,W,ROOSEVELT RD,1522,2,INCAPACITATING INJURY,2,0,1,0,1,0,0,5,3,12,41.86577745,-87.76011977,POINT (-87.760119772238 41.865777448438),0,0
772,30/12/2023 21:32,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,ONE-WAY,0,STRAIGHT AND LEVEL,DRY,NO DEFECTS,INJURY AND / OR TOW DUE TO CRASH,0,0,0,"OVER $1,500",EQUIPMENT - VEHICLE CONDITION,UNABLE TO DETERMINE,2940,W,62ND ST,823,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,18,3,12,41.78098702,-87.69749974,POINT (-87.697499735698 41.780987015311),0,0
